;company;company_id
22712;{'name': 'Gordon and Sons', 'catchPhrase': 'Self-enabling reciprocal support', 'bs': 'transition web-enabled infrastructures'};17638.0
22714;{'name': 'Saunders-Roberson', 'catchPhrase': 'Customer-focused 24/7 emulation', 'bs': 'matrix user-centric users'};13755.0
22717;{'name': 'Rivera, Tyler and Nguyen', 'catchPhrase': 'Triple-buffered mobile focus group', 'bs': 'drive wireless networks'};10109.0
22718;{'name': 'Hudson Inc', 'catchPhrase': 'Down-sized client-server portal', 'bs': 'deploy end-to-end web-readiness'};23912.0
22719;{'name': 'Mcdonald Ltd', 'catchPhrase': 'Reactive exuding workforce', 'bs': 'cultivate frictionless partnerships'};7129.0
22720;{'name': 'Jordan, Gibson and Chen', 'catchPhrase': 'Diverse dedicated alliance', 'bs': 'unleash mission-critical e-tailers'};18790.0
22723;{'name': 'Singh-Riley', 'catchPhrase': 'Ergonomic responsive parallelism', 'bs': 'maximize bleeding-edge systems'};20177.0
22724;{'name': 'Miller, Browning and Lewis', 'catchPhrase': 'Networked leadingedge installation', 'bs': 'expedite open-source metrics'};22227.0
22727;{'name': 'Conner, Dunn and Brown', 'catchPhrase': 'Ergonomic holistic benchmark', 'bs': 'brand frictionless info-mediaries'};14173.0
22728;{'name': 'Hickman PLC', 'catchPhrase': 'Enhanced discrete array', 'bs': 'deploy enterprise synergies'};19684.0
22729;{'name': 'Payne-Torres', 'catchPhrase': 'Organized discrete toolset', 'bs': 'productize synergistic technologies'};23603.0
22731;{'name': 'Jones Group', 'catchPhrase': 'Pre-emptive secondary workforce', 'bs': 'incentivize plug-and-play convergence'};15515.0
22734;{'name': 'Steele Ltd', 'catchPhrase': 'Self-enabling static pricing structure', 'bs': 'optimize leading-edge bandwidth'};25657.0
22735;{'name': 'Cline and Sons', 'catchPhrase': 'Digitized modular neural-net', 'bs': 'seize B2C e-markets'};20009.0
22737;{'name': 'Cochran, Jacobson and Gregory', 'catchPhrase': 'Realigned contextually-based strategy', 'bs': 'synthesize vertical content'};14107.0
22739;{'name': 'Schmidt, Mcbride and Humphrey', 'catchPhrase': 'Switchable zero administration productivity', 'bs': 'transition visionary technologies'};20340.0
22740;{'name': 'Holmes PLC', 'catchPhrase': 'Streamlined incremental challenge', 'bs': 'deliver 24/365 systems'};494.0
22743;{'name': 'Colon-Castro', 'catchPhrase': 'Focused global open architecture', 'bs': 'streamline wireless eyeballs'};19058.0
22744;{'name': 'Jenkins, Wolfe and Thompson', 'catchPhrase': 'Synergistic 24/7 Graphic Interface', 'bs': 'facilitate global action-items'};6290.0
22745;{'name': 'Owens LLC', 'catchPhrase': 'Reactive real-time data-warehouse', 'bs': 'enable B2C networks'};8196.0
22746;{'name': 'English, Whitaker and Flynn', 'catchPhrase': 'Organic logistical synergy', 'bs': 'innovate dot-com users'};13663.0
22747;{'name': 'Herring-Smith', 'catchPhrase': 'Cloned client-server access', 'bs': 'deploy transparent e-business'};13188.0
22750;{'name': 'Romero-Nelson', 'catchPhrase': 'Pre-emptive systemic monitoring', 'bs': 'enable plug-and-play e-business'};15969.0
22751;{'name': 'Smith PLC', 'catchPhrase': 'Enhanced systemic service-desk', 'bs': 'seize B2C communities'};17846.0
22752;{'name': 'Hodges Ltd', 'catchPhrase': 'Face-to-face asynchronous function', 'bs': 'cultivate extensible e-services'};8099.0
22753;{'name': 'Hill, Nguyen and Lucero', 'catchPhrase': 'Sharable contextually-based parallelism', 'bs': 'transform cutting-edge paradigms'};24108.0
22755;{'name': 'Bradley-Cortez', 'catchPhrase': 'Expanded mission-critical concept', 'bs': 'embrace vertical markets'};5553.0
22756;{'name': 'Gomez Inc', 'catchPhrase': 'Polarized 24/7 archive', 'bs': 'expedite granular convergence'};22110.0
22757;{'name': 'Small and Sons', 'catchPhrase': 'Reverse-engineered object-oriented forecast', 'bs': 'synergize world-class schemas'};10507.0
22758;{'name': 'Robertson, Smith and Horne', 'catchPhrase': 'Configurable didactic challenge', 'bs': 'engineer granular technologies'};16006.0
22762;{'name': 'Morales Inc', 'catchPhrase': 'Quality-focused asynchronous circuit', 'bs': 'seize visionary partnerships'};20754.0
22764;{'name': 'Williamson, Adams and Miller', 'catchPhrase': 'Pre-emptive exuding functionalities', 'bs': 'synthesize transparent supply-chains'};9677.0
22766;{'name': 'Petersen-Rice', 'catchPhrase': 'Profit-focused bifurcated open architecture', 'bs': 'leverage sticky content'};15559.0
22768;{'name': 'Wilson, Huerta and Andersen', 'catchPhrase': 'Proactive disintermediate complexity', 'bs': 'benchmark value-added e-markets'};13511.0
22772;{'name': 'Curtis PLC', 'catchPhrase': 'Team-oriented fault-tolerant forecast', 'bs': 'synergize plug-and-play interfaces'};20265.0
22773;{'name': 'Bowers-Rogers', 'catchPhrase': 'Synergized upward-trending service-desk', 'bs': 'maximize end-to-end methodologies'};23177.0
22774;{'name': 'Meyers Ltd', 'catchPhrase': 'Down-sized attitude-oriented array', 'bs': 'maximize intuitive channels'};7463.0
22777;{'name': 'Johnson, Rodriguez and Lawrence', 'catchPhrase': 'Function-based neutral support', 'bs': 'monetize cross-media initiatives'};3106.0
22782;{'name': 'Scott Ltd', 'catchPhrase': 'Grass-roots heuristic adapter', 'bs': 'benchmark robust methodologies'};23494.0
22783;{'name': 'Day-Sanchez', 'catchPhrase': 'Sharable intermediate moderator', 'bs': 'cultivate strategic relationships'};24193.0
22785;{'name': 'Reynolds, Ramirez and Hernandez', 'catchPhrase': 'Decentralized coherent product', 'bs': 'morph proactive solutions'};22783.0
22786;{'name': 'Hill, Mcgrath and Johnson', 'catchPhrase': 'Innovative multi-state structure', 'bs': 'streamline revolutionary paradigms'};7887.0
22789;{'name': 'Perez, Wright and Gomez', 'catchPhrase': 'Polarized radical Graphic Interface', 'bs': 'seize interactive portals'};14745.0
22791;{'name': 'Robertson-Richards', 'catchPhrase': 'Mandatory content-based firmware', 'bs': 'redefine real-time e-services'};24154.0
22792;{'name': 'Morris Ltd', 'catchPhrase': 'Decentralized coherent architecture', 'bs': 'leverage synergistic applications'};2531.0
22793;{'name': 'Perry-Bradley', 'catchPhrase': 'Realigned hybrid orchestration', 'bs': 'streamline distributed communities'};17036.0
22794;{'name': 'Moore, Kennedy and Smith', 'catchPhrase': 'Organized logistical migration', 'bs': 'deploy mission-critical convergence'};25350.0
22795;{'name': 'Mcclain-Anderson', 'catchPhrase': 'Devolved 5thgeneration budgetary management', 'bs': 'brand turn-key users'};14957.0
22797;{'name': 'Guerra Group', 'catchPhrase': 'Customer-focused disintermediate capability', 'bs': 'brand real-time eyeballs'};6867.0
22798;{'name': 'Harrell, Snow and Berg', 'catchPhrase': 'Multi-lateral value-added matrix', 'bs': 'enhance leading-edge convergence'};9594.0
22803;{'name': 'Burke-Wood', 'catchPhrase': 'Sharable content-based adapter', 'bs': 'reinvent scalable architectures'};21166.0
22805;{'name': 'Owens Ltd', 'catchPhrase': 'Programmable cohesive hierarchy', 'bs': 'enhance one-to-one applications'};21270.0
22806;{'name': 'Pope, Smith and Bennett', 'catchPhrase': 'Total maximized application', 'bs': 'reinvent e-business platforms'};25866.0
22807;{'name': 'Johnson-Rhodes', 'catchPhrase': 'Intuitive client-driven implementation', 'bs': 'monetize vertical mindshare'};6415.0
22808;{'name': 'Caldwell Group', 'catchPhrase': 'Exclusive zero-defect product', 'bs': 'envisioneer bricks-and-clicks supply-chains'};23999.0
22810;{'name': 'Miller, Myers and Jackson', 'catchPhrase': 'Digitized global migration', 'bs': 'expedite turn-key bandwidth'};20477.0
22811;{'name': 'Jones Ltd', 'catchPhrase': 'Public-key object-oriented initiative', 'bs': 're-intermediate front-end paradigms'};167.0
22812;{'name': 'Johnson Inc', 'catchPhrase': 'Team-oriented zero-defect definition', 'bs': 'repurpose interactive action-items'};11072.0
22814;{'name': 'Schmidt, Bray and West', 'catchPhrase': 'Optional background knowledge user', 'bs': 'evolve enterprise communities'};14668.0
22817;{'name': 'Peters Ltd', 'catchPhrase': 'Inverse static migration', 'bs': 'target innovative channels'};23924.0
22819;{'name': 'Sherman, Ray and Flores', 'catchPhrase': 'Proactive impactful budgetary management', 'bs': 'grow vertical e-markets'};13860.0
22821;{'name': 'Moreno and Sons', 'catchPhrase': 'Business-focused 24hour success', 'bs': 'expedite cutting-edge solutions'};25022.0
22822;{'name': 'Wong PLC', 'catchPhrase': 'Compatible multimedia frame', 'bs': 'monetize global e-business'};5704.0
22823;{'name': 'Hernandez, Romero and Dodson', 'catchPhrase': 'Switchable non-volatile ability', 'bs': 'incentivize innovative e-commerce'};20438.0
22826;{'name': 'Soto, Mckinney and Walker', 'catchPhrase': 'Programmable content-based contingency', 'bs': 're-contextualize mission-critical mindshare'};14619.0
22828;{'name': 'Hubbard-Shepard', 'catchPhrase': 'Distributed systematic focus group', 'bs': 'aggregate wireless applications'};2009.0
22830;{'name': 'Beck-Stafford', 'catchPhrase': 'Organic regional collaboration', 'bs': 'utilize front-end mindshare'};12344.0
22831;{'name': 'Arellano, Jones and Rodriguez', 'catchPhrase': 'Proactive 3rdgeneration function', 'bs': 'streamline turn-key paradigms'};8808.0
22832;{'name': 'Schultz, Hill and Kelly', 'catchPhrase': 'Monitored tangible circuit', 'bs': 'expedite leading-edge schemas'};23475.0
22833;{'name': 'Trujillo, Franco and Perry', 'catchPhrase': 'Expanded client-server archive', 'bs': 'optimize killer networks'};8327.0
22834;{'name': 'Nixon-Lewis', 'catchPhrase': 'Organized holistic architecture', 'bs': 'productize seamless users'};21515.0
22836;{'name': 'Henry-Thompson', 'catchPhrase': 'Multi-tiered mobile info-mediaries', 'bs': 'utilize granular action-items'};18540.0
22838;{'name': 'Schroeder-Miller', 'catchPhrase': 'Multi-lateral 3rdgeneration structure', 'bs': 'enhance global e-markets'};16769.0
22840;{'name': 'Lee, Meyer and Harvey', 'catchPhrase': 'Grass-roots bandwidth-monitored firmware', 'bs': 'deploy magnetic relationships'};7109.0
22842;{'name': 'Potter, Medina and Fry', 'catchPhrase': 'Vision-oriented bandwidth-monitored utilization', 'bs': 're-intermediate viral e-tailers'};25916.0
22843;{'name': 'Graham, Kane and Chan', 'catchPhrase': 'Future-proofed homogeneous synergy', 'bs': 'empower one-to-one metrics'};2901.0
22844;{'name': 'Jones-Gordon', 'catchPhrase': 'Organized exuding definition', 'bs': 'morph transparent networks'};15909.0
22846;{'name': 'Vasquez-Hubbard', 'catchPhrase': 'Exclusive grid-enabled paradigm', 'bs': 'embrace mission-critical infrastructures'};6314.0
22847;{'name': 'Dixon, Wolfe and Lawson', 'catchPhrase': 'Reduced real-time synergy', 'bs': 'incubate clicks-and-mortar initiatives'};14471.0
22848;{'name': 'Murphy PLC', 'catchPhrase': 'Operative neutral algorithm', 'bs': 'seize ubiquitous deliverables'};13905.0
22850;{'name': 'Jones Group', 'catchPhrase': 'Phased national algorithm', 'bs': 'incubate leading-edge convergence'};20303.0
22852;{'name': 'Hopkins-Graham', 'catchPhrase': 'Configurable non-volatile moratorium', 'bs': 'reinvent impactful systems'};10289.0
22853;{'name': 'Hernandez Inc', 'catchPhrase': 'Cross-group mobile software', 'bs': 're-intermediate interactive infrastructures'};18387.0
22854;{'name': 'Guzman-Weaver', 'catchPhrase': 'Organized asynchronous challenge', 'bs': 'disintermediate granular solutions'};13968.0
22855;{'name': 'Taylor Group', 'catchPhrase': 'Automated tangible extranet', 'bs': 'deploy compelling functionalities'};13915.0
22856;{'name': 'Cunningham LLC', 'catchPhrase': 'De-engineered background artificial intelligence', 'bs': 're-contextualize bricks-and-clicks web-readiness'};22981.0
22858;{'name': 'Duke, White and Clay', 'catchPhrase': 'Organic client-driven productivity', 'bs': 'cultivate B2C synergies'};15029.0
22860;{'name': 'Martin Ltd', 'catchPhrase': 'Horizontal motivating framework', 'bs': 'incubate scalable deliverables'};8058.0
22864;{'name': 'Mckinney, Fleming and Howard', 'catchPhrase': 'Cross-platform exuding parallelism', 'bs': 'harness open-source content'};25355.0
22866;{'name': 'Garrison, Mccall and Long', 'catchPhrase': 'Programmable transitional methodology', 'bs': 'utilize mission-critical portals'};981.0
22867;{'name': 'Harris, Peterson and Roach', 'catchPhrase': 'Innovative client-server archive', 'bs': 'brand one-to-one technologies'};22029.0
22868;{'name': 'Gill, Boyd and Thompson', 'catchPhrase': 'Progressive national knowledge user', 'bs': 'benchmark cross-media e-tailers'};4590.0
22870;{'name': 'Williams-Ramos', 'catchPhrase': 'Cross-platform multimedia software', 'bs': 'transition turn-key niches'};1694.0
22871;{'name': 'Lara PLC', 'catchPhrase': 'Adaptive maximized success', 'bs': 'matrix user-centric web services'};4871.0
22872;{'name': 'Griffin-Gallagher', 'catchPhrase': 'Profound responsive migration', 'bs': 'incubate efficient architectures'};10016.0
22873;{'name': 'Weber Group', 'catchPhrase': 'Configurable full-range analyzer', 'bs': 'enhance proactive e-commerce'};15152.0
22874;{'name': 'Stephens-Lopez', 'catchPhrase': 'Multi-lateral logistical neural-net', 'bs': 'unleash mission-critical models'};25918.0
22875;{'name': 'Turner, Gardner and Fisher', 'catchPhrase': 'Sharable intangible encryption', 'bs': 'repurpose real-time bandwidth'};9542.0
22876;{'name': 'Mclaughlin Ltd', 'catchPhrase': 'De-engineered optimal contingency', 'bs': 'repurpose sticky niches'};7570.0
22877;{'name': 'Sherman LLC', 'catchPhrase': 'Multi-channeled interactive hierarchy', 'bs': 'embrace cutting-edge e-commerce'};18878.0
22879;{'name': 'Simpson PLC', 'catchPhrase': 'Configurable grid-enabled algorithm', 'bs': 'implement visionary web services'};19318.0
22881;{'name': 'Murphy, Weber and Mason', 'catchPhrase': 'Multi-layered local focus group', 'bs': 'deploy innovative communities'};15493.0
22882;{'name': 'Hart Ltd', 'catchPhrase': 'Balanced bottom-line website', 'bs': 'e-enable collaborative portals'};475.0
22886;{'name': 'Lee Inc', 'catchPhrase': 'Business-focused leadingedge core', 'bs': 'grow strategic mindshare'};1439.0
22887;{'name': 'Powers Group', 'catchPhrase': 'Organic maximized Internet solution', 'bs': 'syndicate wireless web services'};515.0
22888;{'name': 'Abbott, Campos and Woods', 'catchPhrase': 'Networked neutral interface', 'bs': 'enhance global platforms'};6964.0
22889;{'name': 'Lawrence-Roberts', 'catchPhrase': 'User-centric content-based parallelism', 'bs': 'syndicate clicks-and-mortar eyeballs'};14309.0
22890;{'name': 'Murray, Munoz and Moore', 'catchPhrase': 'User-centric cohesive hardware', 'bs': 'utilize e-business applications'};917.0
22891;{'name': 'Lindsey-Harris', 'catchPhrase': 'Right-sized holistic ability', 'bs': 'exploit front-end e-business'};11197.0
22893;{'name': 'Callahan-Smith', 'catchPhrase': 'Face-to-face zero tolerance groupware', 'bs': 'expedite transparent e-business'};23738.0
22894;{'name': 'Winters, Larson and Arnold', 'catchPhrase': 'Up-sized logistical utilization', 'bs': 'target cross-media synergies'};25609.0
22895;{'name': 'Day, Davis and Mayo', 'catchPhrase': 'Centralized explicit methodology', 'bs': 'generate out-of-the-box initiatives'};17116.0
22896;{'name': 'Phillips Group', 'catchPhrase': 'Operative scalable flexibility', 'bs': 'deliver rich convergence'};18639.0
22897;{'name': 'Bowen-Jones', 'catchPhrase': 'Pre-emptive empowering framework', 'bs': 'brand real-time schemas'};15480.0
22898;{'name': 'Johnson, Daniels and Pham', 'catchPhrase': 'Multi-tiered composite knowledge user', 'bs': 'maximize clicks-and-mortar e-markets'};20604.0
22902;{'name': 'English and Sons', 'catchPhrase': 'Digitized context-sensitive matrices', 'bs': 'monetize virtual e-services'};18.0
22903;{'name': 'Gibson-Alvarado', 'catchPhrase': 'Reduced tertiary matrices', 'bs': 'extend value-added web services'};12844.0
22904;{'name': 'Smith, Davis and Hutchinson', 'catchPhrase': 'Profit-focused upward-trending process improvement', 'bs': 'orchestrate cross-platform vortals'};13918.0
22905;{'name': 'Huang PLC', 'catchPhrase': 'Self-enabling context-sensitive groupware', 'bs': 'disintermediate global info-mediaries'};11881.0
22906;{'name': 'Huang-Howard', 'catchPhrase': 'Seamless didactic paradigm', 'bs': 'cultivate transparent content'};11461.0
22909;{'name': 'Hoover, Anthony and Barker', 'catchPhrase': 'Re-engineered contextually-based encryption', 'bs': 'brand holistic mindshare'};22955.0
22910;{'name': 'Delgado, Shaw and Peterson', 'catchPhrase': 'Multi-lateral bi-directional customer loyalty', 'bs': 'unleash vertical e-services'};10347.0
22911;{'name': 'Armstrong-Huff', 'catchPhrase': 'Realigned non-volatile adapter', 'bs': 'matrix interactive info-mediaries'};2966.0
22912;{'name': 'Smith-Clark', 'catchPhrase': 'Networked explicit conglomeration', 'bs': 'unleash robust infrastructures'};24928.0
22914;{'name': 'Rodriguez-Collins', 'catchPhrase': 'Synergistic cohesive framework', 'bs': 'visualize one-to-one e-markets'};25206.0
22916;{'name': 'Lewis, Cook and Shields', 'catchPhrase': 'Seamless zero tolerance knowledge user', 'bs': 'orchestrate visionary channels'};7318.0
22917;{'name': 'Mccoy and Sons', 'catchPhrase': 'Triple-buffered logistical pricing structure', 'bs': 'disintermediate best-of-breed methodologies'};19296.0
22919;{'name': 'Cantu Ltd', 'catchPhrase': 'Multi-layered analyzing infrastructure', 'bs': 're-contextualize efficient eyeballs'};19227.0
22921;{'name': 'Hall Ltd', 'catchPhrase': 'Virtual cohesive matrix', 'bs': 'harness strategic mindshare'};26092.0
22923;{'name': 'Cox-Clark', 'catchPhrase': 'Re-engineered hybrid monitoring', 'bs': 'leverage visionary eyeballs'};7011.0
22924;{'name': 'Lopez Ltd', 'catchPhrase': 'Cross-platform 5thgeneration circuit', 'bs': 'evolve turn-key e-business'};24636.0
22925;{'name': 'Jordan and Sons', 'catchPhrase': 'Pre-emptive cohesive moratorium', 'bs': 'implement strategic e-tailers'};2110.0
22929;{'name': 'Davis-Young', 'catchPhrase': 'Diverse clear-thinking paradigm', 'bs': 'architect impactful solutions'};4855.0
22930;{'name': 'Edwards Ltd', 'catchPhrase': 'Centralized needs-based adapter', 'bs': 'benchmark visionary eyeballs'};1696.0
22933;{'name': 'Phelps-Hunt', 'catchPhrase': 'Future-proofed asynchronous matrices', 'bs': 'revolutionize mission-critical models'};24943.0
22934;{'name': 'Mckinney-Jones', 'catchPhrase': 'Focused full-range throughput', 'bs': 'e-enable robust mindshare'};12535.0
22936;{'name': 'Meyer, Conway and Huynh', 'catchPhrase': 'Multi-tiered discrete Internet solution', 'bs': 'orchestrate extensible deliverables'};318.0
22937;{'name': 'Smith-Neal', 'catchPhrase': 'Upgradable system-worthy hierarchy', 'bs': 'deliver value-added relationships'};16551.0
22940;{'name': 'Smith Inc', 'catchPhrase': 'Right-sized leadingedge software', 'bs': 'synthesize next-generation bandwidth'};18114.0
22941;{'name': 'Dean, Scott and Williams', 'catchPhrase': 'Operative asymmetric pricing structure', 'bs': 'redefine best-of-breed networks'};9675.0
22942;{'name': 'Roman Ltd', 'catchPhrase': 'Secured bandwidth-monitored migration', 'bs': 'incubate proactive synergies'};4207.0
22943;{'name': 'Kelley PLC', 'catchPhrase': 'Secured encompassing customer loyalty', 'bs': 'engage back-end web services'};5705.0
22944;{'name': 'Stephenson, Gonzalez and Kennedy', 'catchPhrase': 'Organic global Graphical User Interface', 'bs': 'redefine impactful e-business'};24730.0
22947;{'name': 'Valenzuela, Cannon and Wilson', 'catchPhrase': 'Self-enabling web-enabled emulation', 'bs': 're-contextualize scalable convergence'};14917.0
22948;{'name': 'Perez-Scott', 'catchPhrase': 'Grass-roots human-resource conglomeration', 'bs': 'facilitate innovative portals'};4539.0
22950;{'name': 'Montoya-Keller', 'catchPhrase': 'Right-sized uniform adapter', 'bs': 'strategize end-to-end info-mediaries'};13453.0
22951;{'name': 'Thomas-Romero', 'catchPhrase': 'Managed heuristic architecture', 'bs': 'enhance killer technologies'};15146.0
22953;{'name': 'Cooley-Larson', 'catchPhrase': 'Seamless exuding initiative', 'bs': 'leverage granular systems'};23876.0
22954;{'name': 'Barry-Short', 'catchPhrase': 'Configurable zero administration structure', 'bs': 'utilize cross-platform relationships'};6152.0
22955;{'name': 'Wade-Boyd', 'catchPhrase': 'User-friendly full-range access', 'bs': 'engage seamless e-commerce'};1805.0
22956;{'name': 'Coleman-Hull', 'catchPhrase': 'Total 24/7 project', 'bs': 'disintermediate value-added niches'};24436.0
22960;{'name': 'Turner-Wilson', 'catchPhrase': 'Networked neutral open architecture', 'bs': 'orchestrate leading-edge models'};238.0
22963;{'name': 'Thompson PLC', 'catchPhrase': 'Mandatory foreground access', 'bs': 'transition B2B e-business'};11434.0
22964;{'name': 'Lawrence-Abbott', 'catchPhrase': 'Object-based well-modulated secured line', 'bs': 'innovate e-business bandwidth'};201.0
22965;{'name': 'Page, Ford and Anderson', 'catchPhrase': 'Ergonomic dynamic Graphical User Interface', 'bs': 'embrace mission-critical eyeballs'};7451.0
22966;{'name': 'Duran-Myers', 'catchPhrase': 'Stand-alone scalable knowledgebase', 'bs': 'orchestrate cross-platform applications'};3240.0
22967;{'name': 'Arnold-Kirk', 'catchPhrase': 'Enhanced discrete adapter', 'bs': 'grow turn-key content'};12990.0
22968;{'name': 'Rose LLC', 'catchPhrase': 'Ameliorated client-driven flexibility', 'bs': 'mesh robust experiences'};9307.0
22969;{'name': 'Macdonald and Sons', 'catchPhrase': 'Enhanced executive leverage', 'bs': 'harness dynamic experiences'};2029.0
22971;{'name': 'Solomon, Blake and Todd', 'catchPhrase': 'Quality-focused modular capability', 'bs': 'morph e-business networks'};12778.0
22972;{'name': 'Simpson-Roman', 'catchPhrase': 'Customizable 3rdgeneration forecast', 'bs': 'facilitate customized vortals'};6357.0
22973;{'name': 'Friedman-Moore', 'catchPhrase': 'Decentralized bifurcated initiative', 'bs': 'generate vertical architectures'};4298.0
22974;{'name': 'Taylor and Sons', 'catchPhrase': 'Front-line real-time attitude', 'bs': 'disintermediate sticky web services'};13794.0
22975;{'name': 'Baker and Sons', 'catchPhrase': 'Digitized bottom-line Internet solution', 'bs': 'cultivate proactive web-readiness'};6560.0
22976;{'name': 'Lane Inc', 'catchPhrase': 'Inverse radical customer loyalty', 'bs': 'evolve open-source systems'};24289.0
22978;{'name': 'Chen PLC', 'catchPhrase': 'Synergistic discrete parallelism', 'bs': 'strategize revolutionary e-tailers'};12468.0
22980;{'name': 'Li LLC', 'catchPhrase': 'Extended executive process improvement', 'bs': 'aggregate robust infrastructures'};20271.0
22982;{'name': 'Clark LLC', 'catchPhrase': 'Adaptive value-added artificial intelligence', 'bs': 'redefine holistic supply-chains'};7422.0
22986;{'name': 'Curry and Sons', 'catchPhrase': 'Inverse directional groupware', 'bs': 'iterate robust experiences'};10816.0
22987;{'name': 'Werner and Sons', 'catchPhrase': 'Proactive leadingedge Local Area Network', 'bs': 'exploit value-added web services'};25684.0
22988;{'name': 'Martinez and Sons', 'catchPhrase': 'Proactive optimizing neural-net', 'bs': 'aggregate vertical mindshare'};3889.0
22989;{'name': 'Lowery-Castillo', 'catchPhrase': 'Secured homogeneous workforce', 'bs': 'enhance sticky infrastructures'};20505.0
22990;{'name': 'Shelton, Rodriguez and Wilkerson', 'catchPhrase': 'Operative system-worthy secured line', 'bs': 'enhance e-business portals'};3863.0
22991;{'name': 'Wolfe-Maldonado', 'catchPhrase': 'Expanded even-keeled time-frame', 'bs': 'expedite scalable supply-chains'};22909.0
22994;{'name': 'Glenn-Parker', 'catchPhrase': 'Self-enabling 4thgeneration capacity', 'bs': 'facilitate value-added convergence'};14738.0
22995;{'name': 'Aguilar Group', 'catchPhrase': 'Streamlined reciprocal strategy', 'bs': 'leverage turn-key markets'};2715.0
22996;{'name': 'Murphy-Pearson', 'catchPhrase': 'Organized directional intranet', 'bs': 're-intermediate 24/365 metrics'};25799.0
22997;{'name': 'Simmons-Hernandez', 'catchPhrase': 'Enhanced systemic neural-net', 'bs': 'envisioneer seamless deliverables'};20412.0
22998;{'name': 'Sandoval-Richardson', 'catchPhrase': 'Digitized 4thgeneration success', 'bs': 'utilize one-to-one e-services'};18124.0
23000;{'name': 'Gutierrez LLC', 'catchPhrase': 'User-friendly exuding synergy', 'bs': 'streamline synergistic convergence'};9822.0
23001;{'name': 'Cannon, Flowers and Stevens', 'catchPhrase': 'Profound actuating knowledgebase', 'bs': 'transform B2B communities'};9087.0
23003;{'name': 'Hammond, Sanders and Jackson', 'catchPhrase': 'Optimized multi-state data-warehouse', 'bs': 'facilitate granular convergence'};8598.0
23004;{'name': 'Martinez PLC', 'catchPhrase': 'Inverse system-worthy contingency', 'bs': 'cultivate scalable communities'};6474.0
23005;{'name': 'Allen, Townsend and Franklin', 'catchPhrase': 'Phased transitional data-warehouse', 'bs': 'grow next-generation interfaces'};17547.0
23006;{'name': 'Howell-Fisher', 'catchPhrase': 'Future-proofed 24/7 software', 'bs': 'leverage ubiquitous markets'};18035.0
23007;{'name': 'Jones, Miller and Gillespie', 'catchPhrase': 'Inverse disintermediate Internet solution', 'bs': 'syndicate turn-key channels'};23894.0
23008;{'name': 'Johnson-Morgan', 'catchPhrase': 'Realigned intangible service-desk', 'bs': 'reinvent e-business content'};10546.0
23009;{'name': 'Palmer-Humphrey', 'catchPhrase': 'Self-enabling didactic time-frame', 'bs': 'monetize efficient applications'};12267.0
23010;{'name': 'Moore Ltd', 'catchPhrase': 'Synergized upward-trending Internet solution', 'bs': 'streamline extensible bandwidth'};24784.0
23011;{'name': 'Swanson-Johns', 'catchPhrase': 'Expanded even-keeled model', 'bs': 'revolutionize intuitive synergies'};5522.0
23014;{'name': 'Walsh-Elliott', 'catchPhrase': 'Self-enabling bandwidth-monitored firmware', 'bs': 'transform integrated metrics'};14431.0
23015;{'name': 'Robinson PLC', 'catchPhrase': 'Multi-channeled zero-defect synergy', 'bs': 'iterate turn-key relationships'};6886.0
23016;{'name': 'Boyle-Beasley', 'catchPhrase': 'Optimized next generation task-force', 'bs': 'envisioneer customized convergence'};12860.0
23018;{'name': 'Smith, Elliott and Castro', 'catchPhrase': 'Managed zero tolerance matrix', 'bs': 'orchestrate plug-and-play e-tailers'};20313.0
23020;{'name': 'Graves-Christian', 'catchPhrase': 'Focused systemic strategy', 'bs': 'mesh end-to-end applications'};10467.0
23022;{'name': 'Scott, Fox and Warren', 'catchPhrase': 'Sharable needs-based open system', 'bs': 'unleash seamless synergies'};22208.0
23023;{'name': 'Velez-Ellis', 'catchPhrase': 'Expanded hybrid conglomeration', 'bs': 'redefine robust markets'};20440.0
23024;{'name': 'Black Inc', 'catchPhrase': 'Function-based transitional extranet', 'bs': 'iterate efficient eyeballs'};16035.0
23025;{'name': 'Miller-Spencer', 'catchPhrase': 'Multi-tiered static core', 'bs': 'seize revolutionary markets'};18105.0
23026;{'name': 'Watson, Mills and Graham', 'catchPhrase': 'Right-sized fresh-thinking ability', 'bs': 'disintermediate user-centric info-mediaries'};3776.0
23027;{'name': 'Norton PLC', 'catchPhrase': 'Open-architected uniform installation', 'bs': 'brand plug-and-play e-business'};15575.0
23028;{'name': 'Bennett, Bell and Smith', 'catchPhrase': 'Focused clear-thinking flexibility', 'bs': 'deliver cross-platform systems'};23771.0
23031;{'name': 'Turner-Crawford', 'catchPhrase': 'Synergistic directional forecast', 'bs': 'deliver real-time schemas'};5035.0
23033;{'name': 'Clay, Rivera and James', 'catchPhrase': 'Grass-roots disintermediate solution', 'bs': 'disintermediate scalable functionalities'};9267.0
23035;{'name': 'Reed, Sloan and Nichols', 'catchPhrase': 'Multi-lateral needs-based orchestration', 'bs': 'mesh 24/7 web services'};13833.0
23038;{'name': 'Diaz-Miller', 'catchPhrase': 'Reduced mission-critical middleware', 'bs': 'empower viral supply-chains'};11183.0
23039;{'name': 'Stewart Inc', 'catchPhrase': 'Open-architected 5thgeneration paradigm', 'bs': 'syndicate web-enabled systems'};8337.0
23041;{'name': 'Aguirre and Sons', 'catchPhrase': 'Cross-group executive standardization', 'bs': 'repurpose intuitive schemas'};9019.0
